<<<<<<< HEAD
tr65,3312322761,2016-11-13,credit_card,t_bD2,2
tr66,9346972027,2019-08-29,bank_transfer,t_mC4,5
tr67,3125759655,2018-02-22,credit_card,t_sO3,1
tr68,6044397489,2024-06-08,linepay,t_bD9,7
tr69,3020815279,2023-11-12,credit_card,t_bO9,1
tr70,8995766894,2019-09-12,linepay,t_yO4,2
tr71,4238821953,2019-07-04,credit_card,t_yA4,2
tr72,5053579437,2023-03-31,linepay,t_bO8,1
tr73,3022927926,2020-04-11,credit_card,t_sO5,1
tr74,8172657608,2024-02-06,linepay,t_sO9,7
tr75,6927104114,2017-04-15,bank_transfer,t_yS2,6
tr76,8363129753,2018-08-10,bank_transfer,t_mD3,2
tr77,1885884418,2017-01-05,bank_transfer,t_bC2,1
tr78,7395636176,2020-10-28,credit_card,t_bO6,3
tr79,3019055716,2018-01-24,bank_transfer,t_mC3,4
tr80,4254583453,2024-07-06,linepay,t_sD9,3
tr81,6813578915,2019-01-11,bank_transfer,t_sO4,1
tr82,6857771862,2019-05-03,linepay,t_yS4,5
tr83,1659638163,2018-05-26,bank_transfer,t_yC3,9
tr84,9042594468,2020-11-01,credit_card,t_mO6,9
tr85,2314658154,2020-09-11,credit_card,t_sO5,1
tr86,8400334873,2021-05-22,linepay,t_mA6,1
tr87,6673228696,2020-09-08,credit_card,t_sO5,2
tr88,4678306175,2023-03-05,credit_card,t_bA8,6
tr89,4243523387,2022-06-02,bank_transfer,t_yS7,1
tr90,2813027370,2018-02-27,credit_card,t_bS3,6
tr91,4301236990,2023-02-15,bank_transfer,t_bD8,1
tr92,2674739657,2022-11-20,credit_card,t_mS8,3
tr93,6687571188,2020-02-02,bank_transfer,t_mD5,1
tr94,6272285336,2022-12-10,bank_transfer,t_mD8,2
tr95,9330671718,2023-07-27,credit_card,t_bA8,10
tr96,3977883316,2021-06-06,bank_transfer,t_mA6,2
tr97,8760193044,2020-09-03,bank_transfer,t_sS5,1
tr98,3346463524,2017-12-05,credit_card,t_bS3,1
tr99,6081801043,2024-06-13,linepay,t_yC9,1
tr100,5779977766,2018-09-04,credit_card,t_bA3,4
tr101,9779642392,2022-09-17,credit_card,t_sA7,4
tr102,9749431878,2019-10-25,linepay,t_yC5,2
tr103,6301630079,2017-11-13,bank_transfer,t_yA3,7
tr104,3924273411,2022-03-22,linepay,t_sD7,1
tr105,1874453006,2019-09-22,linepay,t_sS4,1
tr106,8148202986,2024-08-26,linepay,t_bA9,1
tr107,3827221326,2016-05-22,bank_transfer,t_sC1,1
tr108,1619843976,2019-03-29,credit_card,t_sC4,6
tr109,5570085687,2023-06-15,credit_card,t_sA8,2
tr110,6496187865,2024-08-08,credit_card,t_sD9,6
tr111,5560455751,2017-03-20,bank_transfer,t_mC2,4
tr112,7664166934,2020-12-23,linepay,t_bS6,1
tr113,1735768949,2023-10-28,bank_transfer,t_yS9,1
tr114,3069427190,2020-04-15,linepay,t_sD5,4
tr115,4623139686,2020-11-16,bank_transfer,t_bO6,2
tr116,5432273375,2017-10-17,credit_card,t_mS2,1
tr117,7986286842,2022-08-17,credit_card,t_sO7,2
tr118,1797158393,2022-01-11,bank_transfer,t_bA7,2
tr119,3210015896,2022-07-15,linepay,t_sA7,1
tr120,6373411989,2024-08-23,linepay,t_sD9,1
tr121,1825425160,2023-07-10,linepay,t_mD8,3
tr122,9619550149,2019-01-22,linepay,t_sD4,6
tr123,6243630237,2019-08-05,bank_transfer,t_sO4,4
tr124,6668966466,2019-05-03,credit_card,t_bS4,1
tr125,4413191920,2016-12-30,credit_card,t_sS2,2
tr126,9124538753,2018-12-12,bank_transfer,t_mA4,2
tr127,2862386472,2021-06-09,bank_transfer,t_sC6,1
tr128,4584193501,2020-06-01,bank_transfer,t_sS5,6
tr129,1562142040,2019-02-10,bank_transfer,t_sD4,5
tr130,4457056545,2024-06-06,credit_card,t_mD9,1
tr131,9214635244,2024-11-29,credit_card,t_sS10,6
tr132,1544304099,2021-10-31,bank_transfer,t_bS7,5
tr133,4336216045,2019-02-06,credit_card,t_mD4,1
tr134,9919944980,2019-12-09,bank_transfer,t_mS5,1
tr135,6052411313,2016-09-15,linepay,t_sS1,2
tr136,6526970289,2019-11-15,credit_card,t_yA5,3
tr137,5897072384,2016-05-11,bank_transfer,t_sD1,1
tr138,7008640644,2020-05-05,bank_transfer,t_sS5,1
tr139,6017935752,2018-06-06,bank_transfer,t_mS3,6
tr140,7415687984,2017-04-14,credit_card,t_bD2,1
tr141,8952451506,2023-03-10,linepay,t_bD8,2
tr142,8122908019,2022-12-07,credit_card,t_sS8,4
tr143,3317397398,2017-12-25,linepay,t_bS3,1
tr144,7852541483,2024-04-23,linepay,t_yC9,3
tr145,5010775087,2016-12-30,bank_transfer,t_mA2,2
tr146,9065639076,2020-08-16,linepay,t_mD5,6
tr147,3158875577,2017-03-08,linepay,t_bO2,3
tr148,4127241598,2020-03-11,linepay,t_sC5,1
tr149,2950448475,2018-01-14,bank_transfer,t_yS3,8
tr150,1024730964,2023-11-26,linepay,t_yS9,1
tr151,9898438246,2016-02-29,credit_card,t_bO1,1
tr152,9531329701,2016-12-31,bank_transfer,t_yO2,1
tr153,8929331315,2018-04-29,credit_card,t_yA3,2
tr154,9200585106,2022-01-05,credit_card,t_yS7,1
tr155,2022508988,2017-10-01,linepay,t_mC2,4
tr156,4605823479,2020-09-07,credit_card,t_sC5,1
tr157,9229240963,2021-01-07,linepay,t_yS6,9
tr158,3245433087,2021-07-26,credit_card,t_bD6,5
tr159,9473025089,2020-03-01,linepay,t_yO5,5
tr160,2281101933,2021-12-10,linepay,t_yD7,3
tr161,5580760629,2021-01-13,credit_card,t_mD6,2
tr162,2309793039,2017-08-15,credit_card,t_mO2,2
tr163,6997109789,2022-02-03,linepay,t_mD7,1
tr164,6532623382,2022-02-20,linepay,t_yO7,4
tr165,3105187173,2023-07-09,bank_transfer,t_mO8,1
tr166,4993276795,2017-08-03,credit_card,t_yC2,3
tr167,4376811603,2021-04-17,linepay,t_sO6,6
tr168,2401059523,2022-11-06,bank_transfer,t_bC8,4
tr169,6163636939,2016-03-19,bank_transfer,t_sD1,9
tr170,6778770982,2017-12-23,credit_card,t_bO3,3
tr171,1443425133,2020-03-30,credit_card,t_sA5,1
tr172,6201020881,2023-12-02,credit_card,t_sS9,1
tr173,3512763797,2017-07-26,credit_card,t_yC2,5
tr174,2178834241,2017-07-26,linepay,t_bS2,1
tr175,7333209592,2023-05-23,bank_transfer,t_sC8,3
tr176,9942375504,2017-06-14,bank_transfer,t_sS2,1
tr177,1818584099,2020-02-29,bank_transfer,t_yA5,7
tr178,1528845478,2016-07-05,bank_transfer,t_sA1,1
tr179,6555923716,2024-08-10,linepay,t_bA9,1
tr180,5539794618,2018-03-01,bank_transfer,t_bO3,1
tr181,8217683301,2021-01-17,credit_card,t_yA6,2
tr182,2939878262,2016-04-20,credit_card,t_sC1,4
tr183,9609395161,2016-01-17,credit_card,t_sO1,4
tr184,5560979667,2017-05-31,bank_transfer,t_bS2,1
tr185,6732477181,2023-06-01,credit_card,t_yA8,6
tr186,9520435678,2023-01-07,linepay,t_bO8,1
tr187,5181542886,2019-09-01,bank_transfer,t_sS4,1
tr188,2417873319,2016-04-27,linepay,t_mC1,1
tr189,6504574741,2017-12-05,linepay,t_mO3,3
tr190,4809486740,2021-08-09,linepay,t_bA6,3
tr191,2683920242,2017-10-16,linepay,t_bA2,5
tr192,1325472109,2017-06-27,bank_transfer,t_bS2,5
tr193,9430158728,2019-11-12,linepay,t_bO5,1
tr194,4535667234,2021-10-06,bank_transfer,t_mS6,2
tr195,8381726216,2024-03-02,linepay,t_bA9,1
tr196,1802223324,2023-09-25,credit_card,t_sS8,1
tr197,5727067917,2021-05-27,bank_transfer,t_mO6,2
tr198,5154889312,2019-02-20,linepay,t_yD4,1
tr199,7674655239,2020-07-02,bank_transfer,t_mC5,1
tr200,5307901169,2015-12-30,credit_card,t_bS1,3
tr201,6475009708,2020-09-16,credit_card,t_bC5,1
tr202,5713548309,2024-03-05,credit_card,t_bC9,2
tr203,2063690648,2018-12-06,linepay,t_sC4,1
tr204,8216591366,2021-07-22,bank_transfer,t_bA6,1
tr205,4422527452,2019-03-28,bank_transfer,t_yD4,5
tr206,4834395080,2016-05-27,bank_transfer,t_bS1,1
tr207,1072504798,2023-09-11,bank_transfer,t_bS8,3
tr208,9828851155,2024-01-10,bank_transfer,t_mO9,1
tr209,6921364692,2019-12-23,bank_transfer,t_bA5,3
tr210,8255603998,2018-02-21,bank_transfer,t_sO3,3
tr211,4495728541,2022-02-04,linepay,t_yD7,1
tr212,8590203242,2021-02-11,linepay,t_mO6,1
tr213,1935240435,2019-07-23,bank_transfer,t_yA4,5
tr214,8324726707,2018-02-07,credit_card,t_bA3,1
tr215,5434549019,2016-11-08,credit_card,t_yS2,1
tr216,9436964860,2019-04-17,bank_transfer,t_bS4,1
tr217,3507788533,2020-01-12,bank_transfer,t_sC5,1
tr218,6489061089,2016-04-26,linepay,t_bA1,6
tr219,9288998602,2018-03-10,linepay,t_yD3,7
tr220,5086046480,2023-05-23,bank_transfer,t_sA8,4
tr221,1773340962,2017-09-22,linepay,t_bD2,1
tr222,9583602564,2016-02-06,linepay,t_mC1,1
tr223,5727083638,2023-10-18,linepay,t_bO8,8
tr224,8408393904,2021-04-21,credit_card,t_sD6,3
tr225,5497105521,2023-06-13,credit_card,t_bO8,4
tr226,8568212979,2016-10-08,linepay,t_bS1,1
tr227,8565576106,2019-04-19,bank_transfer,t_mO4,2
tr228,8222089976,2018-12-01,credit_card,t_sD4,1
tr229,7766841227,2022-07-16,bank_transfer,t_yA7,1
tr230,5603499673,2023-11-24,bank_transfer,t_sC9,6
tr231,7009207322,2019-09-09,linepay,t_mS4,2
tr232,9007146654,2019-05-24,linepay,t_sD4,1
tr233,6930136280,2017-02-05,bank_transfer,t_mA2,1
tr234,5912939971,2019-02-02,credit_card,t_sO4,7
tr235,4420816997,2022-05-15,bank_transfer,t_sC7,4
tr236,6459264173,2017-05-29,bank_transfer,t_mA2,1
tr237,6190364838,2020-12-17,linepay,t_bC6,1
tr238,2255710280,2017-10-26,bank_transfer,t_bC3,2
tr239,3241189209,2024-04-08,linepay,t_sA9,2
tr240,6808197004,2023-02-14,linepay,t_mO8,1
tr241,6631027614,2019-01-29,bank_transfer,t_mS4,1
tr242,5054008707,2019-03-12,credit_card,t_bA4,1
tr243,2999475946,2018-06-04,linepay,t_yO3,4
tr244,4482261402,2017-11-25,credit_card,t_yA3,5
tr245,1974990764,2023-01-08,bank_transfer,t_mC8,6
tr246,1881764025,2019-03-22,bank_transfer,t_yO4,1
tr247,7598922760,2023-12-26,bank_transfer,t_sC9,3
tr248,3146941635,2022-04-09,bank_transfer,t_sS7,4
tr249,9795451082,2024-08-24,credit_card,t_yD9,6
tr250,1987578676,2018-04-25,bank_transfer,t_mS3,1
tr251,1118754497,2017-03-29,linepay,t_mA2,2
tr252,7568445280,2024-06-14,credit_card,t_yA9,6
tr253,7142503817,2022-07-21,bank_transfer,t_yS7,2
tr254,8317255117,2018-06-02,linepay,t_bC3,1
tr255,6438766390,2020-05-18,credit_card,t_sD5,1
tr256,9559429948,2022-11-29,bank_transfer,t_yA8,5
tr257,6520303738,2018-11-06,linepay,t_mS4,2
tr258,4471428482,2018-11-03,credit_card,t_yA4,1
tr259,4706027406,2024-01-17,linepay,t_yC9,2
tr260,7719847665,2016-08-04,credit_card,t_bD1,1
tr261,7875943898,2016-07-12,bank_transfer,t_sO1,1
tr262,7022679798,2018-12-21,credit_card,t_sD4,3
tr263,2836990259,2016-06-07,credit_card,t_bD1,1
tr264,5473207310,2022-03-19,linepay,t_sA7,2
tr265,9450761821,2019-01-03,linepay,t_bD4,1
tr266,3096860607,2022-05-15,bank_transfer,t_mC7,6
tr267,4659003337,2022-06-19,credit_card,t_sA7,9
tr268,8619556368,2017-06-15,credit_card,t_sA2,1
tr269,8802429481,2017-03-25,bank_transfer,t_sO2,1
tr270,1175056107,2021-04-18,linepay,t_yD6,1
tr271,7967257218,2022-07-20,bank_transfer,t_yC7,4
tr272,8997012692,2018-05-08,linepay,t_bD3,4
tr273,5846862111,2016-05-13,credit_card,t_bO1,1
tr274,9907166184,2024-04-11,credit_card,t_mO9,1
tr275,3389225991,2019-10-23,credit_card,t_bS5,1
tr276,9807017256,2022-11-08,credit_card,t_bA8,3
tr277,6056513138,2020-12-26,credit_card,t_bD6,1
tr278,2050946877,2017-03-30,linepay,t_mA2,3
tr279,5374179899,2019-02-23,bank_transfer,t_bS4,3
tr280,6400396231,2020-03-01,linepay,t_sD5,1
tr281,4002346804,2024-10-08,linepay,t_mD9,1
tr282,4063840265,2020-10-27,linepay,t_mO6,4
tr283,2210094434,2021-01-11,credit_card,t_mC6,1
tr284,9449168958,2017-06-10,bank_transfer,t_bA2,4
tr285,9278475893,2021-03-09,credit_card,t_yO6,1
tr286,4056958837,2023-07-26,credit_card,t_yA8,1
tr287,9353967333,2016-10-10,credit_card,t_sA1,1
tr288,7933976332,2016-10-02,linepay,t_mD1,2
tr289,8099585683,2022-01-29,linepay,t_bD7,1
tr290,3848330439,2016-04-30,bank_transfer,t_sD1,1
tr291,2134746803,2022-12-16,bank_transfer,t_mA8,1
tr292,4025428229,2018-02-05,credit_card,t_bC3,5
tr293,3624868998,2018-02-24,linepay,t_bC3,1
tr294,4778767211,2024-10-19,bank_transfer,t_bC9,1
tr295,8276370409,2021-06-08,credit_card,t_yO6,1
tr296,4740868180,2021-11-11,bank_transfer,t_bC7,6
tr297,9395548186,2017-04-18,linepay,t_yA2,1
tr298,1040462999,2021-05-23,linepay,t_mO6,1
tr299,1529554443,2018-05-24,credit_card,t_sS3,1
tr300,5562904220,2020-03-10,bank_transfer,t_yA5,1
tr301,9149480548,2020-01-06,bank_transfer,t_mC5,1
tr302,2900619970,2016-12-23,bank_transfer,t_sA2,1
tr303,4655011779,2020-12-03,credit_card,t_bO6,2
tr304,3559992051,2020-01-27,credit_card,t_yS5,2
tr305,5324522616,2017-03-25,bank_transfer,t_sA2,1
tr306,2370178427,2019-01-30,linepay,t_sA4,1
tr307,4713963163,2017-12-01,credit_card,t_yA3,1
tr308,4601655849,2019-09-30,linepay,t_bO4,1
tr309,4422439475,2016-12-22,linepay,t_mC2,5
tr310,3967665489,2023-01-01,bank_transfer,t_sA8,1
tr311,6424062300,2022-12-18,bank_transfer,t_yD8,1
tr312,7808355781,2017-08-08,linepay,t_mA2,1
tr313,6509454129,2024-02-22,credit_card,t_sD9,1
tr314,1183834444,2024-04-07,linepay,t_bC9,1
tr315,4125630377,2020-09-01,linepay,t_mC5,1
tr316,2710327146,2023-10-07,linepay,t_sO8,1
tr317,5365053439,2022-01-30,credit_card,t_bD7,1
tr318,6016466812,2019-04-12,credit_card,t_bA4,12
tr319,7813892726,2020-06-12,bank_transfer,t_mD5,2
tr320,9777055644,2017-04-24,bank_transfer,t_bS2,3
tr321,9483484791,2017-08-06,bank_transfer,t_yO2,8
tr322,3370009281,2024-03-31,bank_transfer,t_mO9,1
tr323,3116091411,2024-03-07,bank_transfer,t_sC9,1
tr324,6910888939,2022-08-04,linepay,t_bD7,1
tr325,5092292573,2018-02-09,linepay,t_mA3,1
tr326,1234969266,2019-08-26,bank_transfer,t_mO4,1
tr327,7121565110,2019-04-06,credit_card,t_yC4,3
tr328,3914054811,2018-01-22,credit_card,t_bO3,1
tr329,7385569525,2020-06-22,bank_transfer,t_yC5,1
tr330,7690610971,2018-12-05,linepay,t_bO4,1
tr331,8056939983,2020-01-27,bank_transfer,t_sA5,1
tr332,5052748961,2023-11-05,bank_transfer,t_bO9,1
tr333,4128940439,2017-06-11,credit_card,t_yD2,3
tr334,3287687793,2023-09-26,linepay,t_bA8,1
tr335,4319814581,2018-09-17,linepay,t_yD3,1
tr336,9401320033,2024-11-11,credit_card,t_yD10,1
tr337,4074896330,2017-12-21,bank_transfer,t_sO3,4
tr338,9137517414,2017-04-23,bank_transfer,t_yA2,1
tr339,9855875161,2022-04-13,bank_transfer,t_mS7,8
tr340,1320255308,2023-06-10,credit_card,t_mO8,1
tr341,8264492734,2021-01-20,credit_card,t_yS6,3
tr342,4500896040,2022-10-18,bank_transfer,t_sO7,2
tr343,9547787457,2019-12-06,credit_card,t_bC5,2
tr344,4071230635,2023-02-07,linepay,t_sD8,5
tr345,3946922378,2023-05-11,bank_transfer,t_sO8,2
tr346,9866944861,2019-04-05,credit_card,t_bS4,1
tr347,9586656716,2021-07-13,linepay,t_bA6,1
tr348,9542188741,2020-06-14,bank_transfer,t_bD5,3
tr349,5172772345,2018-09-05,bank_transfer,t_mD3,1
tr350,9558177598,2021-07-19,credit_card,t_bS6,1
tr351,1217689065,2023-09-09,credit_card,t_mA8,1
tr352,6342531016,2024-10-14,linepay,t_bO9,3
tr353,6030683194,2023-04-05,credit_card,t_yA8,1
tr354,9237807882,2022-07-06,credit_card,t_yD7,2
tr355,9045318692,2016-04-11,bank_transfer,t_mC1,1
tr356,6178369108,2020-07-15,credit_card,t_mS5,3
tr357,4039648897,2019-07-01,credit_card,t_yO4,3
tr358,7865890550,2023-02-16,bank_transfer,t_yO8,1
tr359,4048065552,2016-07-27,bank_transfer,t_mA1,1
tr360,1977069906,2024-08-09,linepay,t_sC9,4
tr361,6008326894,2017-06-13,linepay,t_bA2,1
tr362,1920602199,2021-03-14,linepay,t_mC6,3
tr363,9728590443,2024-04-05,credit_card,t_mS9,1
tr364,6395669338,2019-08-31,linepay,t_bD4,1
tr365,7528549292,2017-01-29,bank_transfer,t_bA2,3
tr366,3141649567,2016-08-31,linepay,t_sC1,5
tr367,8211042781,2019-08-16,credit_card,t_yC4,8
tr368,4104082024,2020-06-15,bank_transfer,t_sS5,2
tr369,6358877458,2024-07-21,credit_card,t_sD9,4
tr370,7801549524,2021-05-04,bank_transfer,t_mO6,6
tr371,5812711923,2020-03-15,bank_transfer,t_sC5,1
tr372,7291447990,2024-06-29,linepay,t_mO9,5
tr373,4599391781,2021-02-02,credit_card,t_yO6,4
tr374,2726795870,2019-07-29,bank_transfer,t_sO4,1
tr375,8046101713,2023-06-13,credit_card,t_mO8,4
tr376,6287324383,2024-07-18,credit_card,t_yS9,9
tr377,3881860968,2020-08-05,credit_card,t_mD5,4
tr378,8677986105,2018-11-30,linepay,t_sA4,1
tr379,5512453647,2019-11-05,linepay,t_bC5,1
tr380,5310253087,2016-11-25,linepay,t_yD2,1
tr381,8995906699,2023-01-29,bank_transfer,t_bA8,6
tr382,5381575904,2024-02-21,bank_transfer,t_sS9,5
tr383,5710844687,2023-04-25,linepay,t_sC8,1
tr384,2788279658,2020-09-11,credit_card,t_mO5,1
tr385,2748153175,2023-03-22,credit_card,t_mD8,1
tr386,2042500625,2019-03-16,linepay,t_sD4,4
tr387,7164178845,2020-01-29,credit_card,t_yS5,6
tr388,1706632485,2017-02-14,linepay,t_mS2,3
tr389,7033829810,2019-10-05,credit_card,t_bS4,3
tr390,1048314713,2020-02-09,bank_transfer,t_yD5,1
tr391,7454652507,2019-06-27,bank_transfer,t_mC4,2
tr392,1196965417,2022-09-08,credit_card,t_mS7,1
tr393,9719690241,2018-05-18,linepay,t_sO3,1
tr394,1649353346,2018-01-13,credit_card,t_yD3,5
tr395,3741655582,2020-07-22,bank_transfer,t_mC5,2
tr396,4540349516,2019-02-10,linepay,t_bD4,1
tr397,9363787832,2024-08-20,bank_transfer,t_yC9,2
tr398,6558662475,2017-09-19,bank_transfer,t_yC2,5
tr399,2929288686,2016-01-17,linepay,t_sO1,3
tr400,8816603666,2016-11-16,credit_card,t_bC2,8
tr401,3283147402,2024-08-19,bank_transfer,t_bA9,1
tr402,2080765259,2020-12-13,credit_card,t_yA6,6
tr403,4167678846,2019-08-24,bank_transfer,t_yC4,3
tr404,9938152458,2017-04-07,bank_transfer,t_bS2,1
tr405,4392811733,2020-05-16,credit_card,t_sS5,3
tr406,1079911813,2023-03-12,bank_transfer,t_bA8,1
tr407,9037374185,2021-03-05,linepay,t_sS6,2
tr408,3634927223,2021-05-07,bank_transfer,t_mA6,1
tr409,6674985871,2023-11-07,bank_transfer,t_sS9,3
tr410,1020715963,2020-09-12,linepay,t_sD5,1
tr411,2364117967,2016-03-14,linepay,t_mS1,1
tr412,1209568178,2016-01-09,credit_card,t_sA1,1
tr413,9174122489,2017-04-24,bank_transfer,t_sD2,1
tr414,8940643582,2019-10-30,linepay,t_mA5,1
tr415,1512699807,2020-05-12,linepay,t_mA5,5
tr416,8993167592,2019-12-20,bank_transfer,t_mA5,4
tr417,1206290038,2024-04-15,bank_transfer,t_sD9,2
tr418,2869966046,2024-10-09,linepay,t_sO9,1
tr419,6723833921,2024-04-01,credit_card,t_bO9,1
tr420,3256304057,2022-04-29,linepay,t_sA7,1
tr421,6765545993,2020-03-12,linepay,t_mO5,1
tr422,9408535062,2019-04-18,credit_card,t_bA4,3
tr423,1008900639,2018-07-11,linepay,t_bO3,1
tr424,4694792704,2018-01-02,bank_transfer,t_sA3,1
tr425,1330220926,2016-01-31,linepay,t_mS1,4
tr426,5959806750,2017-05-01,credit_card,t_sA2,9
tr427,4122579585,2020-10-12,linepay,t_bC5,2
tr428,7871170632,2016-10-26,linepay,t_bO2,4
tr429,2615145056,2016-01-25,bank_transfer,t_sS1,1
tr430,2137373812,2021-04-30,credit_card,t_bC6,4
tr431,1657708607,2022-05-28,linepay,t_bD7,1
tr432,1017706194,2020-02-04,linepay,t_yA5,1
tr433,7525399373,2016-11-07,credit_card,t_bC2,7
tr434,6874147222,2018-11-12,credit_card,t_yO4,1
tr435,3291927997,2021-09-05,credit_card,t_mS6,1
tr436,1759256689,2022-04-07,bank_transfer,t_sD7,1
tr437,8653554482,2021-04-21,credit_card,t_yA6,1
tr438,4455080782,2016-05-05,linepay,t_bD1,2
tr439,7462462388,2022-08-06,linepay,t_bA7,1
tr440,4842586784,2023-10-13,bank_transfer,t_mO8,2
tr441,7952579022,2024-11-20,bank_transfer,t_sS10,6
tr442,6551920848,2021-01-14,credit_card,t_bA6,1
tr443,4614508726,2021-05-12,credit_card,t_bA6,1
tr444,3067828422,2020-12-24,credit_card,t_sO6,2
tr445,6431425975,2024-02-12,credit_card,t_bO9,3
tr446,1724333022,2018-06-12,credit_card,t_yS3,3
tr447,3504630475,2018-06-27,credit_card,t_sC3,7
tr448,1294440242,2023-06-21,credit_card,t_yO8,3
tr449,2878616713,2022-10-31,credit_card,t_mO8,6
tr450,7059886829,2016-10-25,bank_transfer,t_bS2,1
tr451,6877075473,2022-11-27,credit_card,t_sS8,1
tr452,3859837333,2016-03-07,credit_card,t_sO1,1
tr453,1215407649,2021-06-28,credit_card,t_yA6,3
tr454,7696030303,2019-05-02,bank_transfer,t_bS4,1
tr455,3159434789,2020-11-21,credit_card,t_bC6,1
tr456,9093848997,2016-06-19,bank_transfer,t_mA1,6
tr457,6248318879,2021-05-18,linepay,t_yS6,1
tr458,5694929288,2021-04-19,credit_card,t_sO6,5
tr459,2018230434,2017-01-11,credit_card,t_yD2,1
tr460,5173970629,2022-07-20,linepay,t_yC7,1
tr461,7441893801,2021-06-10,linepay,t_yA6,5
tr462,3531851662,2022-09-22,linepay,t_mO7,1
tr463,4887537570,2023-11-06,bank_transfer,t_sO9,1
tr464,8406790636,2023-10-09,bank_transfer,t_bD8,1
tr465,1369909311,2019-06-28,credit_card,t_sD4,4
tr466,1054541832,2016-01-10,credit_card,t_bO1,2
tr467,6401759673,2019-12-26,credit_card,t_mD5,1
tr468,2096660821,2017-12-08,bank_transfer,t_bS3,4
tr469,4120131084,2022-03-11,credit_card,t_bD7,1
tr470,1704250748,2022-12-23,credit_card,t_sS8,1
tr471,6713913501,2024-02-02,linepay,t_sS9,1
tr472,3363476033,2022-05-28,credit_card,t_sA7,2
tr473,3424163325,2021-10-26,credit_card,t_mO7,1
tr474,6139297981,2024-03-22,credit_card,t_sS9,4
